,id,original_title,title,original_language,overview,tagline,release_date,poster_path,popularity,vote_count,vote_average,budget,revenue,runtime,status,backdrop_path,genre_names,year,profit
8016,146243,Haunt,Haunt,en,"An introverted teen sparks with his new neighbor, and together the couple begins to explore the haunted house that his family has unknowingly just purchased.",The Feeding Never Ends,2013-10-09,/qRfjk61JH2SVeEk7T65FYXW0lsD.jpg,6.556,202,5.2,0,0,86,Released,/21AC1SV8rVwYIA1J4NbWQNLCTJI.jpg,Horror,2013,0
8051,49706,維多利亞壹號,Dream Home,cn,A woman will go to whatever lengths necessary to obtain her dream home with a view of the sea. This includes driving down the property value and decreasing the occupancy rate by killing her potential neighbors ...,"In a cut-throat property market, she'd kill for a harbour view.",2010-04-25,/edY2IRaCGEKuJstuLLJ9MQNAYKX.jpg,6.532,113,6.5,0,378600,96,Released,/dl426n4QIaRUrQnpbhQ9tjIWK1x.jpg,Horror,2010,378600
8065,78294,Panic Button,Panic Button,en,"Four young men have won a trip with their favorite social network. On board the private plane that took him to New York, they are invited to participate in an in-flight entertainment: a new online gaming experience. But this is no ordinary Thurs Trapped at 30,000 feet, they will play for their lives and those of their families. They will discover the hard way that put his life online can have dire consequences ...",Have You Read The Terms & Conditions?,2011-08-27,/16WAboklffv7tUYnZCW8W5V2720.jpg,6.525,125,5.3,0,0,96,Released,/98pgHx95yzcWtDVslyKnDqYUUcI.jpg,Horror,2011,0
8072,599777,They Come Knocking,They Come Knocking,en,"After losing his wife to cancer, a father takes his two daughters on a road trip where he finds his family in the crosshairs of terrifying supernatural entities.",It's Father's Day of reckoning.,2019-06-07,/h6e5hOLb8gNzzyL3dJKixXYqZno.jpg,6.517,62,6.0,0,0,85,Released,/qpomfWUHaUM0SjcCCTHHAeJ4t9N.jpg,Horror,2019,0
8083,291151,The Stranger,The Stranger,en,"A supernatural thriller, laced by flashbacks, and set in Canada’s North-West, “The Stranger” turns on the mysterious titular figure of Martin, who comes to a small quiet town seeking to kill his wife Ana who suffers from a very dangerous decease that makes her addicted to human blood - just like himself-. However, when he arrives to the town, he discovers that Ana has been dead for a couple of years and decides to commit suicide to definitely eradicate this dangerous decease, but, before he can do it, Martin's brutally attacked by three local thugs led by Caleb, the son of a corrupt police lieutenant, and the incident suddenly starts a snowball that will plunge the community into a bloodbath.",Blood will tear us apart.,2014-06-12,/8YjSy1vG4yuuatgdAU1NbitA52F.jpg,6.512,78,4.7,0,0,93,Released,/plTx6iHNbLxNXKL4swZxl4RVT2w.jpg,Horror,2014,0
8171,207475,The Ouija Experiment,The Ouija Experiment,en,"Based on true events, five friends who fall prey to the evil entities of the Ouija board. As they set about filming their experimental session, what starts out as bit of fun, soon escalates into a terrifying series of events as paranoia and personal demons are revealed…. and recorded.",Cross Her Heart and Hope to Die,2011-05-05,/EeqPNq8D4GckMFmWH2hlIpk73R.jpg,6.456,130,4.2,0,0,88,Released,/pxgAHf0CwzPNVgdcLD32mAyrGh5.jpg,Horror,2011,0
8188,542787,Frenzy,Frenzy,en,"A group of friends run a popular travel vlog that helps fund their adventures. The leader of the group brings along her younger sister for the next scuba diving trip to an isolated cove. But when their plane crashes, the two sisters must use their strength, resourcefulness and immense courage to survive a pack of great white sharks.",Survival is her only option,2018-08-15,/iQxV2OLz1Y8NiC8HWeD5uYu14iH.jpg,6.447,43,3.9,0,0,85,Released,/wCLbSw3hSQBB0iwruUzuDvMq37D.jpg,Horror,2018,0
8213,400329,First Born,First Born,en,A young couples lives are turned upside down when the birth of their first child is accompanied by terrifying entities that threaten their newly formed family.,A blessing to some is a curse to others,2016-06-19,/uI0Fz7vMAcYWnhdDEbNSDl90AaZ.jpg,6.43,76,5.3,0,0,86,Released,/t2teCVwBMTQ6D39bk4VFLQX1iwT.jpg,Horror,2016,0
8223,438734,Devil in the Dark,Devil in the Dark,en,"When estranged brothers Adam and Clint attempt to reconnect over a week-long hunting trip in remote British Columbia, they find the tables turned by a mysterious presence lurking in the forest.  Convinced that they are now besieged by a supernatural presence, the siblings begrudgingly agree on only one thing: they will have to put aside their differences and work together if they plan on making it out these dark woods alive.",There's no escape from this,2017-03-07,/i4w9FcFDVQLecmYZtfTUr8Qt31h.jpg,6.41,54,4.8,743900,0,82,Released,/xjbQ7QUQ41GtJ6VfxhyCwYWpCeh.jpg,Horror,2017,-743900
8225,599724,All That We Destroy,All That We Destroy,en,A geneticist who fears that her son may be becoming a serial killer creates a group of clones in an attempt to cure him of his psychopathic tendencies by allowing him to relive the murder of his first victim.,A mother's love never dies.,2019-05-03,/nJMbwUm5jwVqEukUNoRFmkxW4XP.jpg,6.41,55,6.1,0,0,85,Released,/oGcWQmrxlNqgVmlOj1qhFohBCl.jpg,Horror,2019,0
8227,436973,Dead Night,Dead Night,en,"A caring mother loses her sanity, setting off a chain of events resulting in tragedy and murder. The story of Casey Pollack unfolds from two very different perspectives when one night in the woods culminates in absolute terror.",Look deeper,2018-07-27,/qaBNJEr6LJA9cg7Ht4I9WqiFBDy.jpg,6.409,48,4.6,0,0,82,Released,/p2ewDNJo0aT7pGG5pVhI9mSZ28x.jpg,Horror,2018,0
8240,444193,The Evil Within,The Evil Within,en,"The sadistic tale of a lonely, mentally handicapped boy who befriends his reflection in an antique mirror. This demonic creature orders him to go on a murderous rampage to kill the people he loves most.",You Can't Run From a Nightmare,2017-06-13,/2PTfanA2YsdKUgbw27mtZ2E98QW.jpg,6.4,77,5.9,4000000,0,98,Released,/lobIr3Fq2buOUxXtursuEJEjfri.jpg,Horror,2017,-4000000
8273,228496,Sx_Tape,Sx_Tape,en,"From the director of CANDYMAN and the producers of PARANORMAL ACTIVITY comes a found-footage nightmare of lust, possession, and destruction. Jill's an artist. Ian's a filmmaker. And their love life is off the chain. There's no experience too wild, no dare too dangerous—not even when Jill lets Ian strap her to a gurney in the abandoned hospital they're scoping out for their next art show. But he shouldn't have left her alone. Not even as a joke. Now, Jill's hookup with horror has awakened something in that place. Something with a lust for more than flesh.",Some tapes shouldn't be made,2013-10-10,/n484SE5u944nFRw4sJ9kr6IN1O3.jpg,6.368,87,3.6,600000,0,85,Released,/sTcdSl3GGb9tsgfpZ2eIgVt982T.jpg,Horror,2013,-600000
8289,344593,Cherry Tree,Cherry Tree,en,"Faith’s world is turned upside down after she finds out that her beloved father is dying. When the mysteriously alluring Sissy Young becomes her field hockey coach, Faith finds a compassionate spirit and much-needed mother figure. Little does she know that Sissy is the head of a centuries-old witches’ coven that uses the fruit of an ancient cherry tree in a secret ritual that restores life to the dead and dying. Offering to cure her father in exchange for a child, Sissy strikes a bargain with Faith, who suddenly finds herself pregnant with a baby that’s growing at an alarming rate. But with the clock to the child’s birth ticking down and the true intention of Sissy’s plans for humanity becoming more apparent, Faith and her father must stand together in order to save both their lives.",Death is just the beginning,2015-08-04,/nhLagkPThEz2fqpXQwnEC3VqqIX.jpg,6.349,30,5.2,0,0,85,Released,/mgLlgP8m93loCY6dvI8V8DsNumC.jpg,Horror,2015,0
8290,567220,"New Year, New You","New Year, New You",en,"A group of old friends gather for a girls’ night on New Years Eve. But as they begin to rehash old memories, many of the gripes they’ve been harboring manifest in murderous ways.",Ring in the New Year like it's your last,2018-12-28,/bJbCqewrw38CSzq62qCksTFjbrx.jpg,6.348,52,5.0,0,0,85,Released,/7Z93e1UazD6Fmk4dQZhSZ29bgAb.jpg,Horror,2018,0
8295,521531,Followed,Followed,en,"Social media influencer, 'DropTheMike', seeks thrills and stardom in the most horrific places. When he’s offered the possibility of a lucrative sponsorship, he takes his online channel to one of the most haunted hotels in America. What begins as a fun challenge accompanied by friends descends into a personal hell, begging the timely question: how far would you go to pursue internet fame?",Who's following you?,2020-06-19,/3B2twt8I02cLAPHG6dkDpTFbgz5.jpg,6.34,65,6.4,0,548608,96,Released,/2jzaFlLVG63W1lcu5kExypLey9T.jpg,Horror,2020,548608
8301,117978,In Their Skin,In Their Skin,en,"A couple and their young son retreat to their woodland vacation home, only to face sinister neighbors who intend to kill them and steal their identities.",Yours is the life they've chosen.,2012-11-09,/uzkaPVmspEoz3t7JEzoUzY8PaUM.jpg,6.339,107,5.3,4000000,0,96,Released,/r80Lt5e8goXNCW36MV63IazYWxw.jpg,Horror,2012,-4000000
8319,274626,Animal,Animal,en,"When plans for a weekend vacation hit a dead end, a group of close-knit friends find themselves stranded in unfamiliar territory, pursued by a menacing predator. Holed up in an isolated cabin, tensions mount as long-buried secrets are revealed. As the body count rises, the group must put their differences aside and fight for survival.",Fear Lives in the Dark.,2014-06-17,/jR1nY5Cn4lpFpbsteGRTJtGDaVS.jpg,6.327,212,4.9,0,0,86,Released,/pUhFSqqSErngRzhRgswXXHQHPCK.jpg,Horror,2014,0
8434,254188,At the Devil's Door,At the Devil's Door,en,"When ambitious young real estate agent Leigh is asked to sell a house with a checkered past, she crosses paths with a disturbed girl whom she learns is the runaway daughter of the couple selling the property. When Leigh tries to intervene and help her, she becomes entangled with a supernatural force that soon pulls Leigh's artist sister Vera into its web - and has sinister plans for both of them.",It's looking for a home.,2014-03-09,/veJ20fCOlKN60zWcNygmLkdu6EJ.jpg,6.256,208,4.8,0,0,91,Released,/9BR1P9BsHltzi5V2CQEzZeUZbgh.jpg,Horror,2014,0
8435,74860,화이트: 저주의 멜로디,White: Melody of Death,ko,"Pop band Pink Dolls emerges to stardom after releasing a remake of “White”, written by an anonymous composer. The more popular the members become, however, the more they become torn by jealousy and rivalries. But as the girls each take turns to become the lead vocalist, mysterious incidents occur.",Do not dare sing that song.,2011-06-09,/fcWrg1MS8U9gCiXwcRc8Jjjw4Td.jpg,6.255,68,6.4,0,0,106,Released,/tbGcGpwSnl3XYUZdzQRrz9r3nuy.jpg,Horror,2011,0
8438,267268,Más negro que la noche,Darker Than Night,es,"When four women move into an old house left by one woman's aunt, strange things begin to happen. Bizarre voices, visions of ghosts, and mysterious noises lead them to discover the darkest powers of evil and a horror and agony beyond terror.",How many lives do you have?,2014-09-05,/la4Rq013z1UPnX5WNR14LAhzvsT.jpg,6.255,41,4.5,0,0,100,Released,/92bdC9l48sQdQmvQfkHL3M9Lsvn.jpg,Horror,2014,0
8440,347944,Anguish,Anguish,en,"A new girl in a quiet town, Tess tries to manage her psychosis while adjusting to her new life with her mom. After stumbling upon the shrine of Lucy, a hit and run victim, Tess finds herself overwhelmed by hallucinations of the dead girl and starts to question her sanity again.  When the spirit possesses Tess’s mind and soul, mother and daughter are at a loss for where to turn next for salvation: religion or medicine?  Both institutions have failed them to date but faith leads them to the house of Sarah, Lucy’s mother, who has been despondent since the accident.  All together with time working against them, Sarah is desperate to believe that Lucy is still alive in Tess but neither parent wants to give up on their daughter.  Now that she understands what is happening to her, ultimately Tess must decide whether she wants to keep fighting or succumb to her affliction.",Her nightmares come when she's awake.,2015-07-21,/o8B3CIbIuxWhPf0G19lse4mJrLI.jpg,6.255,79,4.7,0,0,91,Released,/c1CjIhI75zzHgnVlx2SPpeSsuj6.jpg,Horror,2015,0
8454,421848,Recovery,Recovery,en,"The night before their high school graduation, Jessie and her friends are guided by a 'Find My iPhone' app to recover her lost device from a house whose demented tenants are hell bent on making her a flesh and blood member of the family.",Who's following you?,2016-10-27,/7uIuw63NgUwXQKVtshIwLQP1sX0.jpg,6.237,74,5.4,0,0,82,Released,/2u3MmN9ezNxYCZvJPX2IdlpWCJK.jpg,Horror,2016,0
8481,35074,Dinoshark,Dinoshark,en,"The film opens with a baby dinoshark swimming away from a broken chunk of Arctic glacier that calved due to global warming. Three years later, the dinoshark is a ferocious predatory adult and kills tourists and locals offshore from Puerto Vallarta, Mexico. The protagonist, Trace, is first to notice the Dinoshark and witnesses his friend get eaten, but has trouble convincing people that a creature of such antiquity is still alive and eating people.",Fear what's below the surface,2010-03-13,/fqX1vTVWULoJmfb7RZ9i2t0mJXo.jpg,6.224,47,4.6,0,0,92,Released,/c4qcuHrEGpIsvkq0B5fsWO2hylw.jpg,Horror,2010,0
8492,387501,Peelers,Peelers,en,"A small town strip club owner must defend her bar, her strippers and her life when violent infected patrons show up on the final closing night and all hell breaks loose.",You May Not Get The Happy Ending You Were Looking For.,2016-04-09,/qaA7uLfy6uuaUl6P2F3U8762rei.jpg,6.206,54,4.9,0,0,95,Released,/sSoom1MDOjQARNiWl1XC1mULzxw.jpg,Horror,2016,0
8501,345875,The Abandoned,The Abandoned,en,"A troubled young woman who, in a last-ditch effort at getting her life together, takes a job working nights as a security guard at an abandoned luxury apartment building. Stuck with a brusque rent-a-cop as her partner, she tries to not let her mind play tricks on her while she patrols the empty halls. But as the night progresses strange things begin to happen - and she realizes it may not all be in her head.",Where hope goes to die.,2015-06-13,/3TNmBgcta46j0z7KmKtOMO84pfE.jpg,6.198,115,4.7,0,0,86,Released,/juiF08EqRRzLRmfN9yA8KLJMy1K.jpg,Horror,2015,0
8504,660335,Hunted,Hunted,en,A woman flees two serial killers who are hot on her heels in a forest.,Only the savage survive,2021-02-03,/ytCQyuhipANedA1to4EKAOv10xv.jpg,6.194,95,6.4,0,0,87,Released,/tdoqtxyeZLZUd12kZnUhnDvl8Q2.jpg,Horror,2021,0
8506,299939,Debug,Debug,en,"Six young computer hackers sent to work on a derelict space freighter, are forced to match wits with a vengeful artificial intelligence that would kill to be human.",Evil can't be deleted.,2014-11-03,/lnsqg7ukZe9S0uoPQ7633sWtMno.jpg,6.193,79,4.5,0,0,86,Released,/5vWjogEzawuF4e07Y28xsuWBBty.jpg,Horror,2014,0
8515,1022128,Don't Look at the Demon,Don't Look at the Demon,en,A spiritual medium leads a paranormal investigative TV crew to a haunted home only to discover that the evil spirit she’s facing holds the key to her troubled past.,Inspired by True Banned Ritual,2022-09-29,/cH8cjKwOyUIirPkoInLMnHKHEST.jpg,6.176,0,0.0,0,0,93,Released,/qXelLqhJxs9eCyH6lMaEKuOMfJ5.jpg,Horror,2022,0
8529,71622,Atrocious,Atrocious,es,"Quintanilla family was found dead in their country side house. Police reported the existence of 37 hours of recorded evidence. The family traveled to their old farm house, where they investigated about the Legend of the Girl in the Garraf woods. They used to record whatever they did. Atrocious shows the last five days of this family, and the strange situations that they lived in those moments and which remain unexplained.",A Local Legend Becomes a Terrifying Reality,2010-10-15,/lVzWJ0xV6AJxsHwL2KcdIbaNNeV.jpg,6.163,151,5.5,0,0,75,Released,/r48vi3MHEO96ZWRDylIfUZQXwZN.jpg,Horror,2010,0
8534,416724,Boar,Boar,en,"In the harsh, yet beautiful Australian outback lives a beast, an animal of staggering size, with a ruthless, driving need for blood and destruction. It cares for none, defends its territory with brutal force, and kills with a raw, animalistic savagery unlike any have seen before.",In the Outback no one can hear you squeal.,2018-06-17,/8wxEPJzfgO0jiaZVz2pFQvYoXqm.jpg,6.157,74,5.1,2393600,0,96,Released,/lVqieu4aigBr9MxymTqf8BIBmpy.jpg,Horror,2018,-2393600
